record_type,species,accession,query_class,query_accession,subject_locus,pident,alignment_length,query_length,subject_length,coverage,evalue,bitscore,normalized_bitscore,query_set_hash,method_version
hit,L. plantarum,GCF_001540965.1,MgsR,P54503,P132B78AE9_02460,46.591,88.0,126.0,140.0,69.84126984126983,9.66e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,MgsR,P54503,P132B78AE9_00641,39.048,105.0,126.0,134.0,83.33333333333333,1.08e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,OhrR,O34777,P132B78AE9_01685,44.531,128.0,147.0,158.0,87.07482993197279,1.34e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,OhrR,O34777,P132B78AE9_01788,40.299,134.0,147.0,146.0,91.15646258503402,2.72e-28,98.6,0.6707482993197279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,OhrR,O34777,P132B78AE9_01307,41.441,111.0,147.0,145.0,75.51020408163265,7.51e-25,89.7,0.610204081632653,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,OhrR,O34777,P132B78AE9_01196,31.959,97.0,147.0,155.0,65.98639455782313,5.54e-08,45.8,0.3115646258503401,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001540965.1,Rex,O05521,P132B78AE9_02558,59.223,206.0,215.0,225.0,95.81395348837209,2.54e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001540965.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Fur,P54574,P12F9DAEC3_02595,28.873,142.0,149.0,160.0,95.30201342281879,9.02e-19,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Fur,P54574,P12F9DAEC3_00643,23.841,151.0,149.0,147.0,101.34228187919463,3.82e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Zur,P54479,P12F9DAEC3_00643,36.364,143.0,145.0,147.0,98.62068965517241,4.14e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Zur,P54479,P12F9DAEC3_02595,29.851,134.0,145.0,160.0,92.41379310344827,2.5e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,PerR,P71086,P12F9DAEC3_02595,46.528,144.0,145.0,160.0,99.3103448275862,8.8e-48,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,PerR,P71086,P12F9DAEC3_00643,33.099,142.0,145.0,147.0,97.93103448275862,5.15e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_01757,67.176,131.0,131.0,132.0,100.0,1.54e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_00616,54.331,127.0,131.0,140.0,96.94656488549619,2.14e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_02672,46.825,126.0,131.0,134.0,96.18320610687023,3.94e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_02828,47.154,123.0,131.0,145.0,93.89312977099236,1.06e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_01511,42.857,126.0,131.0,133.0,96.18320610687023,2.19e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Spx,O31602,P12F9DAEC3_00494,30.137,73.0,131.0,76.0,55.725190839694655,1.09e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,MgsR,P54503,P12F9DAEC3_01757,44.828,116.0,126.0,132.0,92.06349206349206,1.32e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,MgsR,P54503,P12F9DAEC3_02828,41.284,109.0,126.0,145.0,86.5079365079365,8.26e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,MgsR,P54503,P12F9DAEC3_01511,39.45,109.0,126.0,133.0,86.5079365079365,3.62e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,MgsR,P54503,P12F9DAEC3_00616,46.591,88.0,126.0,140.0,69.84126984126983,8.78e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,MgsR,P54503,P12F9DAEC3_02672,39.048,105.0,126.0,134.0,83.33333333333333,9.8e-25,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,OhrR,O34777,P12F9DAEC3_01035,44.531,128.0,147.0,158.0,87.07482993197279,1.22e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,OhrR,O34777,P12F9DAEC3_00660,40.299,134.0,147.0,146.0,91.15646258503402,3.17e-28,98.2,0.6680272108843538,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,OhrR,O34777,P12F9DAEC3_01423,41.441,111.0,147.0,145.0,75.51020408163265,6.83e-25,89.7,0.610204081632653,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,OhrR,O34777,P12F9DAEC3_01538,31.959,97.0,147.0,155.0,65.98639455782313,5.04e-08,45.8,0.3115646258503401,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001581895.1,Rex,O05521,P12F9DAEC3_00520,59.223,206.0,215.0,225.0,95.81395348837209,2.31e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001581895.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Fur,P54574,P18D58DFCA_02985,28.873,142.0,149.0,160.0,95.30201342281879,9.51e-19,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Fur,P54574,P18D58DFCA_02467,23.841,151.0,149.0,147.0,101.34228187919463,4.21e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Zur,P54479,P18D58DFCA_02467,36.364,143.0,145.0,147.0,98.62068965517241,4.56e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Zur,P54479,P18D58DFCA_02985,29.851,134.0,145.0,160.0,92.41379310344827,2.99e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,PerR,P71086,P18D58DFCA_02985,46.528,144.0,145.0,160.0,99.3103448275862,1.25e-47,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,PerR,P71086,P18D58DFCA_02467,33.099,142.0,145.0,147.0,97.93103448275862,5.67e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_03013,67.176,131.0,131.0,132.0,100.0,1.69e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_03053,54.331,127.0,131.0,140.0,96.94656488549619,2.36e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_00834,46.825,126.0,131.0,134.0,96.18320610687023,4.33e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_02087,47.154,123.0,131.0,145.0,93.89312977099236,1.17e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_00900,42.857,126.0,131.0,133.0,96.18320610687023,2.41e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Spx,O31602,P18D58DFCA_01767,30.137,73.0,131.0,76.0,55.725190839694655,1.2e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,MgsR,P54503,P18D58DFCA_03013,44.828,116.0,126.0,132.0,92.06349206349206,1.45e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,MgsR,P54503,P18D58DFCA_02087,41.284,109.0,126.0,145.0,86.5079365079365,9.09e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,MgsR,P54503,P18D58DFCA_00900,39.45,109.0,126.0,133.0,86.5079365079365,3.99e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,MgsR,P54503,P18D58DFCA_03053,46.591,88.0,126.0,140.0,69.84126984126983,9.67e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,MgsR,P54503,P18D58DFCA_00834,39.048,105.0,126.0,134.0,83.33333333333333,1.08e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,OhrR,O34777,P18D58DFCA_02287,44.531,128.0,147.0,158.0,87.07482993197279,1.34e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,OhrR,O34777,P18D58DFCA_01135,40.299,134.0,147.0,146.0,91.15646258503402,3.49e-28,98.2,0.6680272108843538,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,OhrR,O34777,P18D58DFCA_02782,39.64,111.0,147.0,145.0,75.51020408163265,4.16e-23,85.1,0.5789115646258503,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,OhrR,O34777,P18D58DFCA_00920,30.928,97.0,147.0,145.0,65.98639455782313,1.33e-07,44.7,0.30408163265306126,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001595615.1,Rex,O05521,P18D58DFCA_02393,59.223,206.0,215.0,225.0,95.81395348837209,2.55e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001595615.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Fur,P54574,P127F2BDD6_02779,28.873,142.0,149.0,160.0,95.30201342281879,9.98e-19,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Fur,P54574,P127F2BDD6_00775,23.841,151.0,149.0,147.0,101.34228187919463,4.23e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Zur,P54479,P127F2BDD6_00775,36.364,143.0,145.0,147.0,98.62068965517241,4.58e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Zur,P54479,P127F2BDD6_02779,29.851,134.0,145.0,160.0,92.41379310344827,2.77e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,PerR,P71086,P127F2BDD6_02779,46.528,144.0,145.0,160.0,99.3103448275862,9.74e-48,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,PerR,P71086,P127F2BDD6_00775,33.099,142.0,145.0,147.0,97.93103448275862,5.7e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_01967,66.412,131.0,131.0,132.0,100.0,6.13e-66,192.0,1.465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_00749,54.331,127.0,131.0,140.0,96.94656488549619,2.37e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_02858,46.825,126.0,131.0,134.0,96.18320610687023,4.36e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_03036,47.154,123.0,131.0,145.0,93.89312977099236,1.17e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_01722,42.857,126.0,131.0,133.0,96.18320610687023,2.43e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Spx,O31602,P127F2BDD6_00622,30.137,73.0,131.0,76.0,55.725190839694655,1.21e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,MgsR,P54503,P127F2BDD6_01967,46.789,109.0,126.0,132.0,86.5079365079365,3.57e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,MgsR,P54503,P127F2BDD6_03036,41.284,109.0,126.0,145.0,86.5079365079365,9.14e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,MgsR,P54503,P127F2BDD6_01722,39.45,109.0,126.0,133.0,86.5079365079365,4.01e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,MgsR,P54503,P127F2BDD6_00749,46.591,88.0,126.0,140.0,69.84126984126983,9.72e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,MgsR,P54503,P127F2BDD6_02858,39.048,105.0,126.0,134.0,83.33333333333333,1.08e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,OhrR,O34777,P127F2BDD6_01206,44.531,128.0,147.0,158.0,87.07482993197279,1.35e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,OhrR,O34777,P127F2BDD6_00792,40.299,134.0,147.0,146.0,91.15646258503402,4.75e-28,97.8,0.6653061224489796,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,OhrR,O34777,P127F2BDD6_01637,39.64,111.0,147.0,145.0,75.51020408163265,4.18e-23,85.1,0.5789115646258503,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,OhrR,O34777,P127F2BDD6_01747,31.959,97.0,147.0,145.0,65.98639455782313,4.39e-08,45.8,0.3115646258503401,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596095.1,Rex,O05521,P127F2BDD6_00647,59.223,206.0,215.0,225.0,95.81395348837209,2.56e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001596095.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Fur,P54574,P12FAD427B_01213,28.873,142.0,149.0,160.0,95.30201342281879,1.1e-18,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Fur,P54574,P12FAD427B_03341,23.841,151.0,149.0,147.0,101.34228187919463,4.65e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Zur,P54479,P12FAD427B_03341,36.364,143.0,145.0,147.0,98.62068965517241,5.04e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Zur,P54479,P12FAD427B_01213,29.851,134.0,145.0,160.0,92.41379310344827,3.04e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,PerR,P71086,P12FAD427B_01213,46.528,144.0,145.0,160.0,99.3103448275862,1.07e-47,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,PerR,P71086,P12FAD427B_03341,33.099,142.0,145.0,147.0,97.93103448275862,6.27e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_03535,67.176,131.0,131.0,132.0,100.0,1.87e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_03367,54.331,127.0,131.0,140.0,96.94656488549619,2.61e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_03083,46.825,126.0,131.0,134.0,96.18320610687023,4.79e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_00026,47.154,123.0,131.0,145.0,93.89312977099236,1.29e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_02831,42.857,126.0,131.0,133.0,96.18320610687023,2.67e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,Spx,O31602,P12FAD427B_00865,30.137,73.0,131.0,76.0,55.725190839694655,1.33e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,MgsR,P54503,P12FAD427B_03535,44.828,116.0,126.0,132.0,92.06349206349206,1.6e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,MgsR,P54503,P12FAD427B_00026,41.284,109.0,126.0,145.0,86.5079365079365,1.01e-30,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,MgsR,P54503,P12FAD427B_02831,39.45,109.0,126.0,133.0,86.5079365079365,4.41e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,MgsR,P54503,P12FAD427B_03367,46.591,88.0,126.0,140.0,69.84126984126983,1.07e-25,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,MgsR,P54503,P12FAD427B_03083,39.048,105.0,126.0,134.0,83.33333333333333,1.19e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001596195.1,OhrR,O34777,P12FAD427B_01292,43.411,129.0,147.0,158.0,87.75510204081633,2.35e-29,101.0,0.6870748299319728,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
