species,accession,locus_tag,gene_symbol,cds_length_bp,length_mod3,non_triplet_length,internal_stop_count,has_internal_stop,canonical_start,terminal_stop
L. plantarum,GCF_000731855.1,P1266C8FDC_01002,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_01221,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_01399,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_01746,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_02054,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_02055,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_02060,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_02553,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_00064,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_00207,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_00803,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01228,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01229,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01393,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01689,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01826,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_01926,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_02255,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_02256,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000743895.1,P1D942CB8F_02827,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_00885,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_01400,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_01405,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_01406,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_01752,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02058,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02239,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02440,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02769,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02770,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000764285.1,P1535EE49F_02835,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_00569,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_00636,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_00637,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_00967,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_01153,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_01360,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_01666,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_02007,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_02008,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_02013,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000931425.2,P19BA36D0B_02511,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_00040,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_00779,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_00855,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_00856,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_00935,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_01209,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_01684,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_02015,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_02658,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_02659,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000956195.1,P1898CB58A_03026,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_00530,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_00590,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_00591,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_00894,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01107,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01326,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01651,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01950,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01951,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_01956,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_02472,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_03229,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000966475.1,P13DBB3E6B_03287,liga,282,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00619,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00703,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00704,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00767,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00813,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_00979,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_01317,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_01318,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_01675,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_02269,muts,2640,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_02775,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001005695.1,P1BD76F95C_02976,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_00352,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_00653,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_00861,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_01047,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_01360,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_01361,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_01426,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_02347,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_02348,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_02353,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001005805.1,P12FE9531E_02852,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_00014,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_00079,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_00080,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01363,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01364,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01369,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01496,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01563,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_01859,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_02405,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_02452,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001010175.1,P1C02DF4A8_02809,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_00539,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_00540,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_00676,uvra,459,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_00677,uvra,2097,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_00982,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_01421,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02211,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02417,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02741,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02746,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02747,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001267905.1,P131E2F992_02995,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_00546,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_00606,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_00607,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_00910,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_00940,ssb,462,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_01134,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_01193,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_01350,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_01724,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_02013,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_02014,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_02019,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001278015.1,P13B5E9AA1_02515,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_00228,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_00404,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_00459,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_00615,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_00922,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_01214,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_01215,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_01220,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_01733,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_02888,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_02947,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001296095.1,P136EA2F79_02948,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_00144,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_00467,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_00758,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_00759,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_00764,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_01310,uvra,1917,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_01311,uvra,579,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_02380,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_02441,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_02442,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_02767,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_02930,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001302645.1,P10374EA45_03065,liga,282,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01075,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01244,ruvb,1710,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01246,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01317,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01318,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01628,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01794,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01799,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_01800,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_02355,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_02420,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_02547,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001308305.1,P13568631D_02859,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_00527,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_00598,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_00599,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_00913,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01065,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01089,ssb,462,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01185,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01312,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01627,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01908,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01909,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_01914,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001331925.2,P18C83F0E5_02430,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_00058,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_00747,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_00748,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_00753,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01378,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01637,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01663,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01664,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01833,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_01989,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_02209,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001368775.1,P10D5C22B8_02942,liga,282,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_00539,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_00761,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_00826,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_00827,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_01211,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_01694,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_02030,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_02035,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_02036,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_02926,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001436855.1,P11A6FF55D_03125,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_00290,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_00910,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01028,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01029,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01268,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01269,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01338,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_01994,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_02372,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_02723,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001444495.1,P1B3F69934_02965,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_00774,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_01358,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_01363,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_01364,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_01653,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_01960,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_02142,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_02341,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_02669,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_02670,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001484005.1,P1B893052C_02736,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_00010,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_00138,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_00448,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_00668,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02197,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02733,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02908,ruvb,1710,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02910,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02981,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_02982,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_03095,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_03096,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001540925.1,P1EB452A04_03101,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_00768,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_00773,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_00774,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_00912,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_01183,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_01499,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_01682,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_02518,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_02519,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_02578,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001540965.1,P132B78AE9_03011,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_00499,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_00559,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_00560,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_00887,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01038,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01238,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01551,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01836,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01837,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_01842,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001581895.1,P12F9DAEC3_02370,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_00716,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_00932,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_01031,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_01665,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_01673,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_01674,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_01762,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_02284,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_02636,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_02637,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001595615.1,P18D58DFCA_02999,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_00627,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_00692,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_00693,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_01002,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_01209,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_01447,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_01760,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_02044,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_02045,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_02050,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001596095.1,P127F2BDD6_02511,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_00583,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_00800,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_00801,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_00860,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01120,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01295,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01483,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01484,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01694,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01825,liga,282,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_01868,liga,285,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_02078,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_02292,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001596195.1,P12FAD427B_02425,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_00618,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_00619,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_00678,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_00941,reco,789,0,False,0,False,True,True
