species,tip_name,accession,is_focal,target,present,panel
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,RecA,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,PerR,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Fur,0.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Rex,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Spx,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,SOD,0.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Nox,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,RecA,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000966475.1,GCF_000966475.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,PerR,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Fur,0.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Rex,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Spx,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,SOD,0.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Nox,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,RecA,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001278015.1,GCF_001278015.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,PerR,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Fur,0.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Rex,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Spx,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,SOD,0.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Nox,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,RecA,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001596195.1,GCF_001596195.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,PerR,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Fur,0.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Rex,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Spx,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,SOD,0.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Nox,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,RecA,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001597605.1,GCF_001597605.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,PerR,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Fur,0.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Rex,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Spx,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,SOD,0.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Nox,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,RecA,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001595615.1,GCF_001595615.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,PerR,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Fur,0.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Rex,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Spx,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,SOD,0.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Nox,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,RecA,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000731855.1,GCF_000731855.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,PerR,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Fur,0.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Rex,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Spx,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,SOD,0.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Nox,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,RecA,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001368775.1,GCF_001368775.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,PerR,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Fur,0.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Rex,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Spx,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,SOD,0.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Nox,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,RecA,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001436855.1,GCF_001436855.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,PerR,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Fur,0.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Rex,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Spx,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,SOD,0.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Nox,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,RecA,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001444495.1,GCF_001444495.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,PerR,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Fur,0.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Rex,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Spx,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,SOD,0.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Nox,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,RecA,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001484005.1,GCF_001484005.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,PerR,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,OhrR,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Catalase,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Fur,0.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Rex,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Spx,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,SOD,0.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Nox,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,RecA,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,UvrABC,1.0,strict13
L. plantarum,GCF_001617525.2,GCF_001617525.2,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,PerR,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Fur,0.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Rex,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Spx,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,SOD,0.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Nox,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,RecA,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001619265.1,GCF_001619265.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,PerR,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Fur,0.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Rex,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Spx,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,SOD,0.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Nox,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,RecA,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000764285.1,GCF_000764285.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,PerR,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Fur,0.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Rex,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Spx,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,SOD,0.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Nox,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,RecA,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000743895.1,GCF_000743895.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,PerR,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Fur,0.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Rex,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Spx,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,SOD,0.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Nox,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,RecA,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001596095.1,GCF_001596095.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,PerR,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Fur,0.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Rex,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Spx,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,SOD,0.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Nox,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,RecA,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001010175.1,GCF_001010175.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,PerR,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Fur,0.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Rex,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Spx,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,SOD,0.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Nox,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,RecA,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001540925.1,GCF_001540925.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,PerR,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Fur,0.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Rex,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Spx,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,SOD,0.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Nox,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,RecA,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001308305.1,GCF_001308305.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,PerR,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,OhrR,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Catalase,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Fur,0.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Rex,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Spx,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,SOD,0.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Nox,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,RecA,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,UvrABC,1.0,strict13
L. plantarum,GCF_001331925.2,GCF_001331925.2,False,Mn_transport,1.0,strict13
