species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. plantarum,GCF_001010175.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.84e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1480.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.28e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.05e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001010175.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.04e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,97.9,100.0,7.76e-91,285.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.4,100.0,0.0,975.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.15e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.23e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,603.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.65e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.5,100.0,0.0,1481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.17e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.01e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001267905.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.05e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,99.3,100.0,1.65e-91,286.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.16e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.26e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.71e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.6,100.0,0.0,1485.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.19e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,6.53e-13,60.8,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001278015.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.03e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,98.6,100.0,3.78e-90,282.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.8,100.0,0.0,977.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.14e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.22e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,99.7,100.0,0.0,602.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.65e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1084.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.16e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,29.6,97.5,2.9e-12,58.9,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001296095.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.1e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,99.3,100.0,1.73e-91,286.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.2,100.0,0.0,971.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.22e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.43e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.95e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,100.0,100.0,0.0,1492.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.36e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.1,95.8,3.37e-12,58.5,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001302645.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.05e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.34e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.16e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.25e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.7e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1480.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.19e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.02e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001308305.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.02e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,97.3,102.7,1.65e-90,283.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.12e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.16e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.57e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.2,100.0,0.0,1478.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.1e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,9.9e-13,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001331925.2,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.04e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,99.3,100.0,1.64e-91,286.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.6,100.0,0.0,971.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.15e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.23e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,99.3,100.0,0.0,599.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,52.7,98.9,2.82e-154,481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.7,100.0,0.0,1486.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.17e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.01e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001368775.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.11e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.49e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.23e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.43e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.98e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1479.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.39e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.08e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001436855.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.04e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.34e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.15e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.25e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.69e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1479.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.18e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.02e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001444495.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.07e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.41e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.8,100.0,0.0,975.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.19e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.35e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_001484005.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
